ID,Review,Date_of_review,Difficulty,Prof_rate,Course_ID,Prof_netlinkID
175,He's a great guy and really knows his stuff. I wish he taught more than just 220.,"May 5th, 2016",3,,ELEC220,rgordon
176,"Great Prof; wants students to do well. Great teaching style, gives great explanations, and is always open to suggestions on how to improve his lectures.","Aug 14th, 2013",3,,ELEC220,rgordon
177,"Very good lecturer- on top of course material - made me realise things are as hard (or in this case, easy) as you make them out to be. Office hours - very helpful.","Aug 12th, 2008",2,,ELEC220,rgordon
178,Good Prof. Helpfull. Designed the course really well. Really tried his level best to pass everyone. Gave a lot of free marks and scaled the exams bigtime.Encourages students to come to his offie hours. He even gave 1% free to those who came.,"May 1st, 2006",3,,ELEC220,rgordon
179,Dr. Ilamparathi is one of the professors who really invest time and efforts on the course content. He is supportive and truly care about teaching.,"May 5th, 2024",3,,ENGR120,ilampari
180,Illam was an amazing prof. He was very understanding when my group's sensors didn't work and adjusted due dates accordingly. Lectures were not essential to go to as all the material was posted. Very easy to get a hold of and would set up a meeting outside of office hours if needed.,"May 1st, 2024",1,,ENGR120,ilampari
181,Very nice and helpful in office hours. Class was a breeze despite a few errors with the infrared sensors not working for a time.,"Apr 20th, 2024",1,,ENGR120,ilampari
182,Quizzes ask theory questions about concepts not discussed in class. Midterm and Final are a bit difficult. You have to buy the lab manual from the UVic bookstore. The labs themselves involve long and tedious pre-lab sections and lab reports.,"Jan 4th, 2024",4,2,ECE370,ilampari
183,He actually cares about teaching. Kind and patient. Ilam for mayor!,"May 12th, 2023",3,,ELEC488,ilampari
184,"Really clear explanations, fair testing and reasonable grading. Also just a pretty pleasant person. One of the best in the ECE department for sure.","Dec 7th, 2021",3,,ECE250,ilampari
185,"While Ilam does care for his students, the communication in this class was abysmal. Most of the time, students did not know what twas expcted of them expected in assignments and we were given little time. The remote desktops not functioning half of the time also did not help. If you don't know C, you'll struggle on the software part.","Sep 3rd, 2021",4,1,ECE299,ilampari
186,"As others say, he does seem to care about his students, but for me, it was always too little too late: All he could do was apologize, and nothing changed. I had him for ECE 250 and 299, and both were poor. In 250, it took a while to get marks back and his final exam felt unfair. In 299, the criteria changed throughout the semester without warning.","Aug 29th, 2021",4,1,ECE250,ilampari
187,"Ilam as a professor is nice and caring. I did not enjoy the labs in this course. Even though they were supposed to be ""group"" assignments. The fact is using the remote desktop meant only one of us work while everyone else watched. The robots were also horrendously unreliable. Also did not enjoy not knowing my grades until weeks after the course.","Jun 9th, 2021",4,2,ENGR121,ilampari
188,"People complaining about grades are absolutely silly. Ilam is a smart guy, he adapts to suggestions made by us students, and he genuinely cares about your experience, and how you do. He made 488 very easy, given the online nature which is appreciated - once back to in-person learning I would expect a little more in depth, but still a very good clas","May 6th, 2021",2,,ELEC488,ilampari
189,"These kids giving negative reviews have no clue what theyre saying. Ilam is a hands down top prof in the ECE departement. Delayed grades is not something with Ilam. These grades have to get approved by the department before being released. As for the review, Ilam cares for his students and takes feedback and adjust his lectures based on that","May 5th, 2021",3,,ECE299,ilampari
190,"Zero grades back and summer semester starts in 3 days. ""I am compiling marks""- biggest joke ever, he just got the grades from the TA's and literally has to just post them. ""The marks should be available insert day"" and never are. He finally posted half the class's grades with errors and the other half still have nothing. It's a joke.","Apr 30th, 2021",2,1,ENGR120,ilampari
191,Just doesnt release grades. Says that grades will be posted but then doesnt actually post them. Two weeks after the last class (no final) and still no grades. Literally have received zero grades from the entire course.,"Apr 29th, 2021",2,1,ENGR120,ilampari
192,Zero grades posted. Said he would post this morning and again nothing. Labs were a mess. Equipment didn't work and TA's would often blame your code. Would have to wait most of the lab time to get a working robot. He constantly says he'll post marks but haven't seen any. He doesn't even attempt to give an explantation for why he hasn't posted them.,"Apr 28th, 2021",2,1,ENGR121,ilampari
193,April 28th and haven't receive a single grade. Weekly lab experiments and our first assignment was due in February. Multiple students have asked him to post the marks and he has promised that they would be posted in the next day/week but it's never happened. This has happened at least 4 times that I know of. Considering writing the department,"Apr 28th, 2021",1,1,ENGR121,ilampari
194,Solid professor.,"Dec 18th, 2020",2,,ELEC365,ilampari
195,"Fantastic professor for online classes. His course structure made sense, he worked hard to make sure he was clear and that expectations were clear to students. He was very open to feedback and altered the course format where he could to help students succeed. He was supportive and great that there was minimal stress, it felt impossible to do poorly","Dec 18th, 2020",3,,ECE365,ilampari
196,"Ilam cares so much about his students and their feedback when integrating the class into an online format. The class itself broke the content into modules so it was great. Sparked more interest in material and was one of the most practical ECE classes I've taken so far. I do wish there was more lecture content though, sometime I felt it was minimal","Dec 9th, 2020",2,,ECE365,ilampari
197,"An excellent professor who cares deeply about the course content and all of his students. Very understanding and flexible, and responds very well to feedback! In my opinion, he set the bar for how online courses should be delivered. Hope to take another course with him in the future!","Aug 23rd, 2020",3,,ECE250,ilampari
198,I took 299 with Ilamparithi last summer. 10/10 best prof almost made me stay in electrical engineering despite realizing it's not for me.,"Jul 13th, 2020",3,,ECE299,ilampari
199,Kin Li is a kind and caring prof but he is not always great at explaining certain concepts and is extremely disorganized. The course had no brightspace until we were already several weeks in and lab manuals were so confusing even the TAs had trouble understanding them.,"Jan 8th, 2024",2,,ECE255,kinli
200,"Tests are passable but can get confusing, aren't well written and somewhat graded subjectivley. He obviously needs to be trained on how to create a comprehensible lecture as most of his lectures are a mess. Labs do not have enough synergy to the course content, creating more confusion. Tutorials late at night. Simply not a good course coordinator.","Dec 31st, 2023",2,1,ECE255,kinli
201,"He is an empathetic guy and is accommodating when it come to shifting the dates and giving us more time to study, just tell him. BUT, if you want him to teach you something, don't have high expectation. this class is an obstacle that you just go through. easy tho. finish this class and forget every thing you ""learned"".","Dec 9th, 2023",1,,ECE255,kinli
202,"He is a good guy but HORRIBLE teacher. Dumbs down simple concepts, creating confusion, does not provide online access to grades. Posts pre-midterm practice material with very little time. Slides and verbal explanation very difficult to take notes for, let alone follow. Test questions are in poor English and sometimes have unintuitive diagrams.","Oct 25th, 2023",4,1,ECE255,kinli
203,"Seems like a good guy, but the lectures can be pretty scattered and dull. Tests were really easy. Beware of ECE lab TA's, some are really unhelpful! Average final grade was 88%","Apr 23rd, 2023",1,2,ECE255,kinli
204,"- Tests are not written with proper English. - Labs are horrifically ran. The lab manuals are very unclear, hard to understand. TA got mad at me for asking him to repeat himself because he barely speaks English. - Doesn't respond to emails (2 or 3 tries) - Lectures made me understand less than before - Easy grader Unpleasant course Avoid","Nov 7th, 2022",3,1,ECE255,kinli
205,"Ok yes the lectures may not be the most coherent but this is genuinely the kindest, most caring professor I have ever had. The tests are easy so long as you attend the lectures. Studying does not have a big effect. If you can justify your answer, you get the mark. This class should be viewed as a blessing. You learn the necessities, and it is easy.","Sep 24th, 2022",2,,ECE255,kinli
206,"Nice person, but not a good professor. Often rambles, criteria is never clear, and marking for tests is extremely subjective, leading to low marks despite any amount of effort. Labs also were not run particularly well and it often wasn't clear what needed to be done. TAs usually weren't properly informed of what to do either.","Dec 13th, 2021",4,2,ECE255,kinli
207,"He was nice in class but the course was very poorly run. Labs were terrible, no one would help you and the TAs had no idea what was going on either. Tests were all written questions some intentionally made more difficult. He also wasn't at his own office hours so...","Apr 2nd, 2021",3,1,CENG255,kinli
208,The most disorganized and chaotic class Ive ever taken in uni (especially the labs). Avoid at all costs. Better off choosing a different prof.,"Jan 10th, 2021",2,1,ECE255,kinli
209,"Honestly a nice prof but a terribly run class. He tests you on the most random things and the majority of his test questions are trick questions that there is no way to study or prepare for. That being said you can do well in the class without really studying or even knowing much, just use common sense. The lab portion of this class was terrible.","Dec 7th, 2020",2,1,ECE255,kinli
210,"Thought he was going to be the worst prof after reading the other reviews but ended up really enjoying the class. He genuinely cares about his students and will slow down to answer questions and make sure people are understanding the concepts. The tests are not too difficult as he ran an extra tutorial class before each one, which helped immensely","Nov 24th, 2020",3,,CENG255,kinli
211,"On exams, he expects you to know specific things that he has said maybe even in passing, and will test you on it. Many of the test answers are trick questions (he loves those) and potentially even something he hasn't covered in class. Slides are useless and so is the textbook. Would not recommend.","Oct 5th, 2018",4,1,CENG255,kinli
212,"His slides are vague, which is bad because on tests he asks stuff that you wouldn't be able to get from just reading the slides. Studied only the slides for the midterm, and got 65%. His lectures aren't too good either, he either does no examples at all for a concept, or he goes through on extremely long and drawn out example. Study your textbook.","Jan 8th, 2018",3,1,CENG255,kinli
213,"impossible to study for his exams, but good prof. You would get the same grade wether or not you study.","Dec 27th, 2017",3,1,CENG255,kinli
214,Do me a favour and don't take this prof,"Jan 5th, 2017",3,1,CENG255,kinli
215,Hate this kind of proffs. Doesn't teach anything specific. Answers on a test could be anything you want as long as you justify your answer.,"Dec 10th, 2016",4,1,CENG255,kinli
216,"Here's the thing, he definitely is a nice guy and all but, his midterms were so vague, so many questions that can be answered with yes and no. Labs required material that were not covered by the lecture, with you having to research everything on your own, wasting a lot of your own time. Textbook was pretty useless as well","Dec 5th, 2016",5,1,CENG255,kinli
217,"I don't know whether its him or me, but this course is the most useless one out of everything I've taken so far. Also, he gives lots of useless information during the lectures. And he doesn't know how to answer questions or he just doesn't want to.","Dec 4th, 2016",1,1,CENG255,kinli
218,Worst prof. He makes no contribution to student's understanding whatsoever.,"Dec 4th, 2016",3,1,CENG255,kinli
219,salright,"Nov 26th, 2023",5,1,ECE340,taolu
220,"Very nice guy, and I'm sure he's a great researcher. His teaching skills are massively lacking, does not understand how to engage students in lectures. Attendance was between 5-15 in a 100-person course after a month. Don't bother going to lectures, just teach yourself from the textbook. He is very fair though, and assessments are reasonable.","Apr 17th, 2023",3,2,ECE340,taolu
221,You are better off doing anything other than going to class. Just read the textbook and do the questions while using youtube as another resource when stuck. Even just sitting next to a power line and staring at it for 1 hour would provide a more meaningful learning experience than attending lectures this bad.,"Jan 30th, 2023",3,1,ECE340,taolu
222,"Lectures consisted of him re-deriving formulas to burn class time. Additionally he mumbled while speaking which made understanding him difficult. Tests were very difficult as they were online open-book with 70% of the questions being multiple choice/short answer, which is a horrible format for a class where you're bound to making small errors.","Apr 22nd, 2022",5,1,ECE340,taolu
223,"He's actually a very funny guy, I used to hate circuits but now I feel a hell of a lot better. Lectures can be a bit dull just because the course is slow, but he's good, if you have a choice, I'd go with him.","Jun 20th, 2019",2,,ECE250,taolu
224,He is a good professor.,"Dec 24th, 2018",3,,ELEC434,taolu
225,Tao lu is very very poor At delivering the course material. He copies the slides from previous instructor and makes lots of mistakes while trying to explain during lectures. He also Has a boring teaching style and nobody pay attention because cant understand what is he trying to say.,"Aug 21st, 2018",5,2,ECE250,taolu
226,"I didn't attend a class from Prof. Lu but I did an internship with him. He is awesome. He cared for my work, passed by every two days to chat about my progress and had always a good advice if I was in trouble. He is also kind and funny.","Feb 21st, 2018",4,,ELEC300,taolu
227,Tao Lu is really knows what he is talking about in this course. I very enjoyed him teaching this course. I don't think I have attended this many lectures ever in my engineering degree. Assignments and midterms were extremely fair and uses a lot of knowledge learned in class,"Apr 10th, 2017",2,,ELEC434,taolu
228,He knows his stuff. He will write many examples on the board so attending class or having someone to copy these examples is important. Tests are fair and homework can be difficult but fair. Understanding guy. Can be difficult to understand sometimes. Only calls people out in class when they cheat on assignments.,"Apr 10th, 2017",2,,ELEC434,taolu
229,Tao in many times result difference of opinions into name calling. This professor either can't understand human emotion or does not care. I can't take his personal attackes or the constant degragating words,"Apr 5th, 2017",5,1,ELEC434,taolu
230,Biophotonics Elec 434: Tao sets students up for success and incorporates a research paper for out of class learning. Breakdown is 20/20/30/30 for Assns/MT/R. paper/Final Exam. Open book Mid term and final. Easy class; Assn and MT questions are largely from in class examples. Tao can be hard to understand but the applications are interesting.,"Mar 17th, 2013",1,,ELEC434,taolu
231,"Qualifier: This was the first semester ELEC399 was offered. Tao had no idea how to teach the course, changing requirements of major assignments days before they were due. No clear outcomes or expectations were set from the beginning of the course. Mandatory text readings on a completely irrelevant text. Miss 1 class and you auto-fail (his words).","Aug 6th, 2012",4,1,ELEC399,taolu
232,He is fairly new to teaching and this is very obvious. Hopefully in the future he will improve.Fortunately he was willing to scale his absurdly difficult final exam (some of the questions were imposable to do in 3 hours).,"Oct 17th, 2010",3,1,ELEC300,taolu
233,He's got great potential...for a paper route.,"Apr 14th, 2010",3,1,ELEC300,taolu
234,"Lecture notes are taken directly from text book, but contain no words, just equations and proofs.","Jul 18th, 2009",2,,ELEC220,taolu
235,He seems not like to pass the students and tends to give a low mark for no reason! He will not treat the students kindly and look them from a up to down! I will never take a course with him and wont recommend him to anyone!,"May 20th, 2024",3,1,ECE485,mmcguire
236,"He reuses slides from the textbook publisher, and they have very little information. Classes have no learning objectives as he spends a disproportionate amount of time on the most trivial examples. Very difficult homework assignments.","Mar 28th, 2024",4,2,ECE485,mmcguire
237,"McGuire is a stand out acedemic and did a great job relating this math heavy course to reality. He speaks almost exclusively in theorems that leave most students lost. Assignments were largely proofs and 80% of the grade was from exams with next to no practice material. Highly stressful class, I think our class passed purely from generous marking.","Apr 24th, 2023",5,2,ECE485,mmcguire
238,Challenging course but prof is always was there to help out students when stuck. Good at explaining things and goes in depth.,"Sep 28th, 2021",4,,SENG265,mmcguire
239,"Professor McGuire is really good at imparting complex topics to students. For a class like ECE 310, it was never hard to follow along in the lectures and he would even pause to make sure everyone was on the same page. Overall an amazing professor. I would highly recommend taking the class with him.","Aug 18th, 2021",4,,ECE310,mmcguire
240,"Dr. McGuire is a great prof. Sometimes the lectures can get hard to follow as he gets into the theory but you can see he is passionate about it with how much detail he goes into and the time he takes to make sure you get it. Paired with the great lecture slides and textbook from Dr. Adams, the transition from ECE 260 to this course felt natural.","Aug 12th, 2021",4,,ECE310,mmcguire
241,Mcguire gets a bad rep because of the courses he teaches but he is a good prof and a very kind person! He was super helpful in office hours and would always explain in full detail no matter how dumb the question. Overall good prof would take again!,"Jul 30th, 2021",3,,ELEC310,mmcguire
242,Seems to expect students to be mathematical experts before taking his course. Often gives problems with gotchas and problems that just don't work out nicely. He only works through the most trivial examples in class and then gives some of the most difficult on the tests and assignments. Helpful during office hours.,"Jul 23rd, 2020",5,,ELEC310,mmcguire
243,"McGuire is very knowledgeable and very enthusiastic about his field, and it shows in his teaching. He will be ready to answer your questions any time, and is genuinely helpful and committed to helping his students understand. His lectures cover good examples, and the grade distribution of the course is nice.","Jul 25th, 2019",4,,ELEC310,mmcguire
244,"Dr McGuire appears to be very knowledgeable in this topic, however his lectures are very difficult to follow. The Good: He uses matlab in homework with a couple of simplified real applications. The Bad: His lectures are very dense, with little direction as to what is used where and how. Few worked examples of problems and too much theory.","Jul 19th, 2017",5,,ELEC310,mmcguire
245,One of the worst professors in the department. Maybe because he is too young to teach. Needs experience. Final test was way off mark from the actual class.,"Feb 24th, 2015",5,2.5,ELEC504,mmcguire
246,"Very knowledgeable about the course material. However the class is still fairly hard. Go ask questions in his office hours, attend the pre exam tutorial sessions, and do the practice work he provides and you'll do fine.","Aug 14th, 2014",5,,ELEC310,mmcguire
247,"Mixed bag. Seemed grumpy and disinterested while giving lectures, and yet was mostly welcoming and helpful one-on-one. Explanations were very ELEC-oriented, and as a non-ELEC student I therefore didn't get much out of them. Midterms were curved sharply, which made up for how ridiculously long they were. Final was also long.","May 5th, 2014",3,2.5,ELEC310,mmcguire
248,"Really confusing/ boring lectures. The way he taught the class wasn't helpful. Class was fairly straightforward, it just seemed like a repeat of 260. Midterms were pretty hard but the 20 % scale was nice. I'm assuming he did the same for the final. Just learn the tricks to solve his practice midterms/final and you'll be fine.","May 2nd, 2014",3,1.5,ELEC310,mmcguire
249,"It took a ldon't time for grades to be received, the university policy is 7 days after the last day of classes (because this class didn't have a final). It has now been 22 days (14 if you don't count weekends and holidays) but marks for almost every other course which all had an exam are already out...","Apr 26th, 2014",4,2.5,ENGR120,mmcguire
250,"Like others have said, he seems to over complicate his explanations on things. This semester he seemed to be very grumpy and unpleasant with the class and liked to make negative comments. As well, the midterms were way harder than what previous professors in years have given. Each of the two midterms were scaled up by 20% to compensate.............","Apr 11th, 2014",5,1,ELEC310,mmcguire
251,"As my advisor, Dr. McGuire has displayed a knowledge of and interest in his field that is beyond the typical EE prof. He's always willing to explain something, and his explanations are clear because he truly understands the material. He deserves higher ratings on here!","Dec 1st, 2012",4,,ELEC504,mmcguire
252,"Probably the best lecturer in the department. The clarity and eloquence of his discourse are unmatched and his control over the material is impressive. I recommend the course to anyone who is interested in walking down the DSP road. This may not be the easiest course in the department, but there is true, lasting value in it, thanks to Dr. McGuire.","Jun 7th, 2012",3,,ELEC407,mmcguire
253,"Being my advisor, I can say that he is super knowledgeable about math (way beyond avg eng prof), perfectly willing to help, and patient if you don't understand everything immediately. Lectures are difficult, as he gives a full treatment of subject (i.e. doesn't water down). Him and Lu are the best dsp profs in the department.","Mar 27th, 2012",4,,ELEC504,mmcguire
254,He is used to making a very simple concept too hard to understand! Not a good teacher at all.,"Sep 1st, 2011",2,1,ELEC510,mmcguire
255,"I have to take this course to graduate but teacher is awful and make me feel sick about data analysis. There are two projects and till the last day still don't know the grade of the first project. Get a total grade with no breakdown, no feedback. He does't care about students. He is a businessman but not a teacher. Not all PHDs could be teacher!!!!","Sep 28th, 2020",4,1,ECE579A,sneville
256,"The worst course I have taken at the University of Victoria. The instructor had poor internet connection for most of the course. Hardly replies to emails, no feedbacks on assignments and projects whatsoever. The worst thing, directly assigned a final grade with no information on points relative to assessment criteria.","Sep 16th, 2020",4,1,ECE579A,sneville
257,"He's a good lecturer when hes in his element ive had two classes with him the first was elec 360 which was Alright but not great, the second ECE 485 was really well taught. In general his exams tend to be written a little on the tough side and his assignments leave something to be desired but i think he is one of the more knowledgeable profs @ UVIC","Dec 29th, 2019",4,,ELEC485,sneville
258,"His lectures focus on high-level descriptions of topics emphasizing real-world consequences. While appreciated, this leaves MANY gaps in actually applying the material to hand-worked problems. We have to teach ourselves how to put all the pieces together to solve assignments/tests (i.e. zero worked examples in lectures). This feels so frustrating!!","Feb 18th, 2019",5,2,ECE485,sneville
259,Worst Prof I have had so far. The course material is not hard but this prof makes it hard. His exams are veryyyyyy long. It feels more he's testing on math more than course material.,"Apr 16th, 2018",5,1,ELEC360,sneville
260,"Worst teacher I've had in university. He successfully delivers the same lecture every class, asks ridiculous questions, gets proven to be wrong, never admits he's wrong, and basically rants and snorts at his own jokes. Lectures are useless, and he seems to have no useful knowledge over the topic, except for throwing buzzwords around. Stop him Uvic.","Jan 23rd, 2018",3,1,SENG462,sneville
261,"Be prepared. This class is an easy D, but not more. One of the few teachers at UVic I can respect. Notes are easy, assignments are hard, and tests are harder. However, this is the only class that I feel I've actually learned anything in. I'd recommend his courses, but only if you really want to learn and you're willing to work your ass off.","Mar 20th, 2014",4,,ELEC485,sneville
262,"His lectures are very interesting, assignments are hard and the exams are harder...","Feb 23rd, 2014",4,,CENG421,sneville
263,"Avoid this course if possible. The midterm and final are unrelated to the body of work in the course, a large project designed primarily to demonstrate the pitfalls encountered in large scale distributed systems. Examples are rarely completed in class. The course material provided, though not incorrect, is very dated.","Apr 30th, 2013",4,1.5,SENG462,sneville
264,"Class was difficult, but he made it soooo hard. Midterms are not hard, just waaaayyyyy toooo loonng. Went to his office hours for help with assignment, he couldn't solve the problem he assigned and then when he got stuck he looked at the answer key. Inconsistent in class. Bad prof, should not be teaching.","Mar 18th, 2013",5,2.5,ELEC360,sneville
265,"Instructor is not as evil as let on by previous comments. However, his lectures are very difficult to follow. Midterm was difficult, but he tried to compensate for it by marking really easy. If you are someone expecting to maintain your A+ average, think twice about taking this class. If you are an ELEC think three times. Very helpful one on one.","Aug 10th, 2011",5,2,CENG420,sneville
266,"the midterm and finals are IMPOSSIBLE! homework assignments so easy yet tests are retarted. was never in his one office hour a week, very very bad prof","Aug 13th, 2009",5,2,ELEC250,sneville
267,"Course seems easy until you get to the midterm or final. Questions are chosen because you've ""never seen it before"". Go for the part marks and think about the question first. He crams in the last 4 chapters in the last 2 weeks, but doesn't warn you.","Aug 11th, 2009",5,,ELEC250,sneville
268,"This person should study their facts about stuff that they are going to talk about before coming to class. He won't admit his errors in front of the class, so trying to correct him and let the class to have the correct information was useless.","Jun 6th, 2009",1,1.5,SENG462,sneville
269,Assignment were long but covered the course material. Exams were even longer and really hard. I suggest lots of practice for this course. Do Old exams!! Labs aren't bad.,"Sep 8th, 2008",5,,ELEC250,sneville
270,"Not a bad professor - adept and very helpful. However, his exams completely miss the point; this is NOT a complex-arithmetic-stamina-building course. Also crammed all the major assignments on the last two weeks!","Aug 8th, 2008",4,,ELEC250,sneville
271,"An exception to the statement ""Those who can't do, teach,"" because this professor can't do either. Spent way too much time teaching the easier first half of the course, then was unable to complete the much harder second half of the course. Regardless, this professor still assigned the six remaining assignments within the last week of the course.","Aug 6th, 2008",5,1,ELEC250,sneville
272,Absolutely horrible course with a horrible prof. His lectures put you straight to sleep and his tests cover material far more advanced than the assignments or text. Worst course taken thus far.,"Aug 6th, 2008",5,1,ELEC250,sneville
273,"Excellent course. It was very hard, but also extremely rewarding. He teaches the material in a straight forward way, and also encourages discussion. The project is very rewarding (but a lot of work too). At this level he really encourages practical engineering thinking to the course material with real world examples.","Nov 17th, 2007",4,,CENG420,sneville
274,He is helpful in his office hours. Exams are hard - but not impossible if you know your material have a TI-89.,"Aug 16th, 2007",5,,ELEC250,sneville
275,"If you get nanotechnology course with him, I STRONGLEY RECOMMEND DROP THE COURSE. He speak very fast about lots of topics and as the semester approach to its end, it gets worse. the main difficulty of the final exam is he complicates questions and you should think about each problem fundamentally in a limited time.","Apr 29th, 2024",5,1,ELEC420,papadop
276,"Definitely a hard course, but I don't fully understand the bashing. I studied very hard for this course but I did feel that I learned the concepts at a fairly fundamental level at the end which I really liked. Lectures could get a bit dull just cause they were so full of information, especially at 8:30am","Dec 6th, 2023",5,,ELEC320,papadop
277,The HARDEST course in UVic. Impossible to study with the assignments and practice tests being useless. Midterm and Final are both open-book and even printing all lecture notes and solutions to assignments and tests won't help you. Textbook is completely useless and I barely used it because it didn't provide any meaningful information.,"Apr 26th, 2023",5,1,ECE320,papadop
278,"Very Low Class Ave. Too many variations and wished it was provided. This isn't a r&d course for the students to develop a great or beyond understanding in all of the contents to get an ""~A"" grade. If the class ave was at B, and you didn't make it, then it is fine sure. It means the most people understand it. C average, come on.","Apr 25th, 2023",5,1,ECE320,papadop
279,"Nice enough guy, really interesting lectures. Obnoxious marking scheme with 80% of the course in the midterm and final, which were a step beyond ""too difficult"". You REALLY need to understand the nuances of this course material to do well. Papa Dop has no concept of what is too difficult. Overall class average was likely around 65%.","Apr 17th, 2023",5,2,ECE320,papadop
280,"Poor, unfocused explanations with too many tangents, inappropriate testing methods (multi-step calculations were tested with multiple choice), and good at coming up with questions based on very small details that aren't adequately covered (the course is too expansive to be covered well). His manner in office hours isn't great either.","Dec 7th, 2021",5,1,ECE320,papadop
281,One of the Worst Professors at UVIC in terms of helping you do well in the course. Even if you practice all the questions he shows in class be prepared to do poorly on the midterm and final. Most of his lecture material will not help you on the exams and he makes the course far too broad for you to know what is worth studying.,"Dec 27th, 2020",5,1,ECE320,papadop
282,One of the most difficult (and most poorly designed) courses I've ever taken. PapaD's lecture slides are very dry and dense literally hundreds of equations interspersed amongst black-and-white text. The midterm was worth 25% and only had 3 MC and 1 calculation question. Covers 4 textbooks in 3 months. You WILL fail if you don't go to lectures.,"Mar 27th, 2019",5,2,ECE320,papadop
283,"I somehow managed to get an A in this course. Papadopolous is a great prof, but the material was absurdly difficult. Even with my A, I still don't understand how to approach the design question on the final. This course is less about applying techniques and more about building a deep understanding of theoretical physics. Not like other ELEC courses","Oct 13th, 2018",5,,ELEC320,papadop
284,"FOA, the course load of ELEC 320 is extremly heavy, four books in 3 months, which I think it is reasonable to divided it into 2 courses. If you are an all A+ student, and understand everything you learnt, then I do recommand you take this course, he always skip things and assume you understand it. Really hard to follow his lecture.","Jul 15th, 2018",5,1,ELEC320,papadop
285,"This is a very difficult course and PapaD doen't make it any easier. His lectures are hard to follow because he assumes that we understand everything. He goes fast and doen't stop for questions, I have to force him to stop and ask a question.","Feb 27th, 2018",5,1,ELEC320,papadop
286,"PapaD, man. Respect. He was a hard guy for ELEC 320, but ELEC 420 is way different with him. If you are into things like Silicon manufacturing, CPU/DRAM/FET, Carbon technology, he is the guy. Consistent marker, and good feedback. Do well on the midterm, and get a Spiderman sticker... and ""Elephant Technology"" diagram, good stuff.","Jan 5th, 2018",4,,ELEC420,papadop
287,"GO TO HIS LECTURES! He often gives examples in class which he sometimes put in exams with some minor change. Make sure you fully understand what he's teaching at all time, and make sure you read the text and understand them.","Aug 28th, 2017",5,1,ELEC320,papadop
288,"A good prof, but this is a really hard class (Just a lot of material). Make sure to go to class or get someone to write down any of the board examples for you if you can't make it. Also make sure to do the homework and look up old assignments and tests. Final and Midterm are open book, so be organized!","Jun 15th, 2017",5,,ELEC320,papadop
289,"Don't listen to most of these reviews on here. Chris is a solid professor. He understands the material extremely well and he expects you to work hard to understand the challenging material in this course. Attending lectures is very important as the examples he does on the board, although basic, are very crucial to understanding overall concepts.","May 9th, 2017",5,,ELEC320,papadop
290,Very good prof in ELEC 420. Gained a lot of interest in the subject after taking this course with Papadopoulos.,"Apr 26th, 2017",4,,ELEC420,papadop
291,Impossible prof. He seems okay until you take one of his exams. Get ready to fail.,"Apr 25th, 2017",5,2,ELEC320,papadop
292,"One of the best lecturers I've ever had in university. He really knows what he is talking about in this course. Fair tests and clear explanations of what he wants as answers. Extremely funny, I had a good laugh at the spider man sticker on the midterm.","Apr 10th, 2017",4,,ELEC420,papadop
293,Great guy. Even though he will wreak you in ELEC 320. 420 is a gem. He KNOWS HIS STUFF! Consistently marked fairly and gave good feedback. In class examples were very important. The spiderman sticker was a highlight.,"Apr 10th, 2017",4,,ELEC420,papadop
294,"Very condescending, and tries to make you feel dumb if you go for help on how to correctly do a midterm question. He marks hard, the course is open book, and he will ask lots of questions on how to plot certain characteristics. Make sure you use past midterms and assignments for help..","Apr 14th, 2014",5,1.5,ELEC320,papadop
295,"She had a friendly, happy, and humble personality. She treated students with respect and I thought that she showed particular interest in understanding their ideas. I liked how all the course content was available right on the lecture slides, which made studying easy.","May 15th, 2024",3,,SENG275,npopli
296,Dr. Navneet only has a surface-level knowledge of the course material. It is probably because she requested her TAs to prepare the course material and do nothing else. Course material is full of unnecessary requirements that takes tons of time to complete but bring no benefits to students.,"May 5th, 2024",2,1,SENG468,npopli
297,The course was very interesting although I found the project requirements confusing and complicated. It is a group project-based course. Selecting responsible team members is pivotal for completing the project and passing the course. Be ready to put 70+ hours on the project. You will learn a lot. The project and exams were graded fairly.,"May 5th, 2024",3,,SENG468,npopli
298,"Overall the course was good, mid-terms and finals were very lengthy. Prof covered most of the required content for exams.","May 1st, 2024",4,,SENG275,npopli
299,"I have a unique stance on Navneet as I've had her for my directed studies and ECE 356. For project based courses Navneet attempts to do alot, hence the confusing organization and guidelines. However she does teach the content well. For my direct studies Navneet has given me no advice or feedback which has been disappointing.","Mar 13th, 2024",3,,ECE458,npopli
300,"Overall had a good experience studying the course, very supportive professor.","Dec 1st, 2023",2,,SENG321,npopli
301,"We just received our midterm 2 marks. The class average was 54.69. Some people did not have their midterm graded. There was no feedback on why we received a mark. The answer key was missing 2/5 questions entirely. The highest mark in the class was ~75%. We were then asked to argue our marks up in lab, but the TA could not understand our work.","Nov 23rd, 2023",5,2,SENG321,npopli
302,This course is a disaster and honestly should not be offered in its current state.,"Nov 23rd, 2023",3,1,SENG321,npopli
303,"Honestly I had no problems with her. She taught well and tried to be engaging. Besides the first midterm, she tested fairly. Assignments were fair as well and didn't take too much time. Most of the class work came from the group projects in the lab. They weren't hard, but they required constant work.","Nov 14th, 2023",3,,SENG321,npopli
304,Many of the students in the class had a far better understanding of the course content than Navneet Popli. Everything was very disorganized. Very easy class,"Apr 15th, 2023",1,1,SENG275,npopli
